feature_id	feature_title	feature_lexeme	feature_description	collected	compiled	updated_day	updated_month	updated_year	domain	settlement	value	stimuli	answer	answer_unified	answer_lexibank
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sijena	sijena	s i j e n a
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sin	sin	s i n
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sin	sin	s i n
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sajena	sajena	s a j e n a
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sijejnʲa	sijejnʲa	s i j e j nʲ a
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sine	sine	s i n e
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sijene	sijene	s i j e n e
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sijene	sijene	s i j e n e
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sin	sin	s i n
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sijene	sijene	s i j e n e
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	siembɨr	siembɨr	s i e m b ɨ r
219	Basic lexicon item ‘all (pl.)’		The map shows the distribution of lexical cognate sets of the concept ‘all (pl.)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	sin / siembɨr / sajena / sine / sijejnʲa / sijena / sijene	1. Он срубил все деревья. (GLD) 2. Он убил всех животных. (GLD) 3. Все эти мужчины — братья. (GLD)	sin	sin	s i n
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	ӡɨӡɨχ / ӡuӡuχ / ӡaӡɨχa / ӡaӡaq / ӡɨӡaq / ӡɨӡɨχ	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡɨӡɨχ	ʒɨʒɨχ	ʒ ɨ ʒ ɨ χ
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	ӡɨχcel / ӡɨˤχcer / ӡɨχcel	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡɨχcel	ʒɨχcel	ʒ ɨ χ c e l
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	ӡɨχcel / ӡɨˤχcer / ӡɨχcel	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡɨˤχcer	ʒɨˤχcer	ʒ ɨˤ χ c e r
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	ӡɨӡɨχ / ӡuӡuχ / ӡaӡɨχa / ӡaӡaq / ӡɨӡaq / ӡɨӡɨχ	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡɨӡaq	ʒɨʒaq	ʒ ɨ ʒ a q
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	ӡɨӡɨχ / ӡuӡuχ / ӡaӡɨχa / ӡaӡaq / ӡɨӡaq / ӡɨӡɨχ	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡaӡɨχa	ʒaʒɨχa	ʒ a ʒ ɨ χ a
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	ӡɨӡɨχ / ӡuӡuχ / ӡaӡɨχa / ӡaӡaq / ӡɨӡaq / ӡɨӡɨχ	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡaӡaq	ʒaʒaq	ʒ a ʒ a q
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	ӡɨӡɨχ / ӡuӡuχ / ӡaӡɨχa / ӡaӡaq / ӡɨӡaq / ӡɨӡɨχ	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡɨӡaq	ʒɨʒaq	ʒ ɨ ʒ a q
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	ӡɨӡɨχ / ӡuӡuχ / ӡaӡɨχa / ӡaӡaq / ӡɨӡaq / ӡɨӡɨχ	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡɨӡɨχ	ʒɨʒɨχ	ʒ ɨ ʒ ɨ χ
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	ӡɨχcel / ӡɨˤχcer / ӡɨχcel	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡɨχcel	ʒɨχcel	ʒ ɨ χ c e l
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	ӡɨӡɨχ / ӡuӡuχ / ӡaӡɨχa / ӡaӡaq / ӡɨӡaq / ӡɨӡɨχ	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡɨӡaq	ʒɨʒaq	ʒ ɨ ʒ a q
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	ӡɨӡɨχ / ӡuӡuχ / ӡaӡɨχa / ӡaӡaq / ӡɨӡaq / ӡɨӡɨχ	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡuӡuχ	ʒuʒuχ	ʒ u ʒ u χ
220	Basic lexicon item ‘ant’		The map shows the distribution of lexical cognate sets of the concept ‘ant’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	ӡɨӡɨχ / ӡuӡuχ / ӡaӡɨχa / ӡaӡaq / ӡɨӡaq / ӡɨӡɨχ	1. Муравьи сильно кусаются. 2. Муравьи строят муравейники.	ӡɨӡɨχ	ʒɨʒɨχ	ʒ ɨ ʒ ɨ χ
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˁq	rɨˤq	r ɨˤ q
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˤʁ	rɨˤʁ	r ɨˤ ʁ
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˤɢ	rɨˤɢ	r ɨˤ ɢ
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kala	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˁq	rɨˤq	r ɨˤ q
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Khnov	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˤq	rɨˤq	r ɨˤ q
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kiche	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˁq	rɨˤq	r ɨˤ q
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kufa	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˁq	rɨˤq	r ɨˤ q
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Luchek	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˤq	rɨˤq	r ɨˤ q
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Michael Daniel	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Myukhrek	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	riˁʁ	riˤʁ	r iˤ ʁ
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Ilya Sadakov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Rutul	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˁq	rɨˤq	r ɨˤ q
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Shinaz	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˤq	rɨˤq	r ɨˤ q
221	Basic lexicon item ‘ash’		The map shows the distribution of lexical cognate sets of the concept ‘ash’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Kina	rɨˤq / riˁʁ / rɨˤɢ / rɨˤʁ	1. От костра осталась одна зола и угли. (GLD) 2. Ветер развеял золу. (GLD) 3. Он взял в горсть золу. (GLD)	rɨˤq	rɨˤq	r ɨˤ q
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Amsar	jɨˤq' / jɨˤq'bɨr	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	jɨˤq'bɨr	jɨˤqʼbɨr	j ɨˤ qʼ b ɨ r
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Dzhilikhur	jɨˤq' / jɨˤq'bɨr	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	jɨˤq'	jɨˤqʼ	j ɨˤ qʼ
222	Basic lexicon item ‘back (anatomical)’		The map shows the distribution of lexical cognate sets of the concept ‘back (anatomical)’.	Kostya Filatov	Kostya Filatov, Leah Finkelberg	28.0	1.0	2024.0	Basic Lexicon	Ikhrek	gʷarg	1. Через спину проходит позвоночник. 2. Эта женщина положила корзину на спину.	gʷarg	gʷarg	gʷ a r g
